marca,modelo,año,kilometraje_km,potencia_cv,combustible,transmision,etiqueta_ambiental,tipo_venta,precio_eur,provincia,url,antiguedad,km_por_año,fecha_scraping
Bmw,Serie 1 118d,2012,199000,143,Diésel,Manual,B,Usado,10990.0,Alicante,https://www.coches.net/bmw-serie-1-118d-2p-diesel-2012-en-alicante-70286631-covo.aspx,14,14214,2026-05-08
Ford,Ranger 2.0 Ecobl 4x4 Dob Cab Wildtrack AT,2021,109500,213,Diésel,Manual,C,Usado,37999.0,Alicante,https://www.coches.net/ford-ranger-20-ecobl-157kw-4x4-dob-cab-wildtrack-at-4p-diesel-2022-en-alicante-70286665-covo.aspx,5,21900,2026-05-08
Peugeot,RCZ 2.0 HDi,2012,133693,163,Diésel,Manual,B,Usado,12990.0,Salamanca,https://www.coches.net/peugeot-rcz-20-hdi-163cv-2p-diesel-2011-en-salamanca-70286829-covo.aspx,14,9550,2026-05-08
Kia,XCeed 1.6 GDi PHEV eTech,2023,14849,141,Híbrido Enchufable,Manual,0_EMISIONES,Usado,24990.0,Sevilla,https://www.coches.net/kia-xceed-16-gdi-phev-104kw-141cv-etech-5p-electrico-hibrido-2024-en-sevilla-70287387-covo.aspx,3,4950,2026-05-08
Peugeot,2008 Active Pack Puretech 100 SS BVM6,2008,47767,100,Gasolina,Manual,C,Usado,13990.0,Bizkaia,https://www.coches.net/peugeot-2008-active-pack-puretech-100-ss-bvm6-5p-gasolina-2021-en-vizcaya-70290192-covo.aspx,18,2654,2026-05-08
Peugeot,E-308 GT Electrico 54kWh,2024,23000,156,Eléctrico,Automática,Sin etiqueta,Usado,24990.0,Bizkaia,https://www.coches.net/peugeot-e-308-5p-gt-electrico-115kw-156cv-54kwh-5p-electrico-hibrido-2024-en-vizcaya-70290193-covo.aspx,2,11500,2026-05-08
Jeep,Avenger BEV Longitude,2024,9000,156,Eléctrico,Automática,Sin etiqueta,Usado,27990.0,Bizkaia,https://www.coches.net/jeep-avenger-bev-115kw-156cv-longitude-5p-electrico-hibrido-2024-en-vizcaya-70290194-covo.aspx,2,4500,2026-05-08
Peugeot,2008 Active Pack Puretech 100 SS BVM6,2008,47767,100,Gasolina,Manual,C,Usado,13990.0,Gipuzkoa,https://www.coches.net/peugeot-2008-active-pack-puretech-100-ss-bvm6-5p-gasolina-2021-en-guipuzcoa-70290411-covo.aspx,18,2654,2026-05-08
Opel,Mokka 1.2 T 130 CV Ultimate Auto,2022,31888,130,Gasolina,Manual,C,Usado,18990.0,Gipuzkoa,https://www.coches.net/opel-mokka-12-t-96kw-130-cv-ultimate-auto-5p-gasolina-2022-en-guipuzcoa-70290412-covo.aspx,4,7972,2026-05-08
Opel,Crossland X 1.2 Innovation SS Auto,2020,16474,130,Gasolina,Manual,C,Usado,13490.0,Gipuzkoa,https://www.coches.net/opel-crossland-x-12-96kw-130cv-innovation-ss-auto-5p-gasolina-2020-en-guipuzcoa-70290413-covo.aspx,6,2746,2026-05-08
Land Rover,Range Rover Evoque 2.2L DW12C 2WD Pure,2012,88000,150,Diésel,Manual,B,Usado,15990.0,Sta. C. Tenerife,https://www.coches.net/land-rover-range-rover-evoque-22l-dw12c-150cv-2wd-pure-3p-diesel-2012-en-sta-c-tenerife-70290958-covo.aspx,14,6286,2026-05-08
Bmw,iX1 eDrive20,2024,9800,204,Eléctrico,Automática,Sin etiqueta,Usado,38900.0,Cuenca,https://www.coches.net/bmw-ix1-edrive20-5p-electrico-hibrido-2024-en-cuenca-70291271-covo.aspx,2,4900,2026-05-08
Mercedes-Benz,Clase A A 200 d,2017,99500,136,Diésel,Manual,C,Usado,21999.0,Alicante,https://www.coches.net/mercedes-benz-clase-a-a-200-d-5p-diesel-2018-en-alicante-70291931-covo.aspx,9,11056,2026-05-08
Audi,A1 Sportback Adrenalin 30 TFSI S tron,2025,22010,116,Gasolina,Manual,C,Usado,26500.0,Jaén,https://www.coches.net/audi-a1-sportback-adrenalin-30-tfsi-85kw-s-tron-5p-gasolina-2025-en-jaen-70292299-covo.aspx,1,22010,2026-05-08
Kia,Sportage 1.6 CRDi MHEV Tech 4x2 DCT,2022,35000,136,Híbrido,Automática,ECO,Usado,25900.0,Zamora,https://www.coches.net/kia-sportage-16-crdi-mhev-100kw-136cv-tech-4x2-dct-5p-electrico-hibrido-2023-en-zamora-70293453-covo.aspx,4,8750,2026-05-08
Mazda,CX-30 SKYACTIVG 2.0 2WD Evolution,2020,98000,122,Gasolina,Manual,C,Usado,19900.0,Zamora,https://www.coches.net/mazda-cx-30-skyactivg-20-90-kw-2wd-evolution-5p-gasolina-2019-en-zamora-70293479-covo.aspx,6,16333,2026-05-08
Bmw,X7 xDrive40d,2025,21500,352,Híbrido,Manual,ECO,Usado,99000.0,Ciudad Real,https://www.coches.net/bmw-x7-xdrive40d-5p-electrico-hibrido-2025-en-ciudad-real-70294434-covo.aspx,1,21500,2026-05-08
Seat,Ateca 1.5 TSI DSG SS Xcel Edit.,2019,45000,150,Gasolina,Automática,C,Usado,21900.0,Zamora,https://www.coches.net/seat-ateca-15-tsi-110kw-dsg-150cv-ss-xcel-edit-5p-gasolina-2020-en-zamora-70298875-covo.aspx,7,6429,2026-05-08
Suzuki,S-Cross 1.5 S3 Strong Hybrid Auto,2023,40000,116,Híbrido,Manual,ECO,Usado,25900.0,Zamora,https://www.coches.net/suzuki-s-cross-15-s3-strong-hybrid-auto-5p-electrico-hibrido-2022-en-zamora-70299013-covo.aspx,3,13333,2026-05-08
Audi,Q3 35 TDI S tronic,2021,82000,150,Diésel,Automática,C,Usado,28900.0,Zamora,https://www.coches.net/audi-q3-35-tdi-110kw-150cv-s-tronic-5p-diesel-2022-en-zamora-70299030-covo.aspx,5,16400,2026-05-08
Porsche,Cayenne Diesel,2017,190000,262,Diésel,Manual,C,Usado,33900.0,Zamora,https://www.coches.net/porsche-cayenne-diesel-5p-diesel-2018-en-zamora-70299058-covo.aspx,9,21111,2026-05-08
Dacia,Duster Laureate dCi 4X2 EU6,2017,98000,109,Diésel,Manual,C,Usado,13900.0,Zamora,https://www.coches.net/dacia-duster-laureate-dci-80kw-109cv-4x2-eu6-5p-diesel-2016-en-zamora-70299076-covo.aspx,9,10889,2026-05-08
Bmw,Serie 3 318d Auto.,2021,75000,150,Híbrido,Manual,ECO,Usado,27900.0,Zamora,https://www.coches.net/bmw-serie-3-318d-auto-4p-electrico-hibrido-2022-en-zamora-70299120-covo.aspx,5,15000,2026-05-08
Renault,Clio Techno TCe 90,2025,20267,90,Gasolina,Manual,C,Usado,16990.0,Málaga,https://www.coches.net/renault-clio-techno-tce-90-67kw-5p-gasolina-2025-en-malaga-70301209-covo.aspx,1,20267,2026-05-08
Cupra,Formentor 1.4 eHybrid 204 CV DSG,2021,77000,204,Híbrido Enchufable,Automática,0_EMISIONES,Usado,24690.0,Málaga,https://www.coches.net/cupra-formentor-14-ehybrid-150kw-204-cv-dsg-5p-electrico-hibrido-2022-en-malaga-70301222-covo.aspx,5,15400,2026-05-08
Opel,Frontera 1.2T XHT Hybrid eDCT6 GS,2026,10,146,Híbrido,Automática,ECO,Usado,24990.0,Bizkaia,https://www.coches.net/km-0/opel/frontera/vizcaya/12t-xht-hybrid-edct6-107kw-gs-electrico-hibrido-de-km0-70302801-kovn.aspx,0,10,2026-05-08
Fiat,Grande Panda Icon MHEV,2025,3,110,Híbrido,Manual,ECO,Usado,19990.0,Bizkaia,https://www.coches.net/km-0/fiat/grande-panda/vizcaya/icon-mhev-81kw-110cv-electrico-hibrido-de-km0-70302802-kovn.aspx,1,3,2026-05-08
Peugeot,2008 N2008 GT Hybrid 145 eDCS6,2008,10,145,Híbrido,Manual,ECO,Usado,29490.0,Bizkaia,https://www.coches.net/km-0/peugeot/2008/vizcaya/n2008-gt-hybrid-145-edcs6-electrico-hibrido-de-km0-70302804-kovn.aspx,18,1,2026-05-08
Peugeot,208 Allure HYBRID 110 eDCS6,2025,2,110,Híbrido,Manual,ECO,Usado,21990.0,Bizkaia,https://www.coches.net/km-0/peugeot/208/vizcaya/allure-hybrid-110-edcs6-electrico-hibrido-de-km0-70302807-kovn.aspx,1,2,2026-05-08
Peugeot,3008 1.2 PureTech SS GT Line,2020,77267,130,Gasolina,Manual,C,Usado,16990.0,Gipuzkoa,https://www.coches.net/peugeot-3008-12-puretech-96kw-130cv-ss-gt-line-5p-gasolina-2020-en-guipuzcoa-70302991-covo.aspx,6,12878,2026-05-08
Jeep,Avenger BEV Longitude,2024,9000,156,Eléctrico,Automática,Sin etiqueta,Usado,27990.0,Gipuzkoa,https://www.coches.net/jeep-avenger-bev-115kw-156cv-longitude-5p-electrico-hibrido-2024-en-guipuzcoa-70302993-covo.aspx,2,4500,2026-05-08
Peugeot,2008 GT Line Puretech 130 SS BVM6,2008,43732,130,Gasolina,Manual,C,Usado,16990.0,Gipuzkoa,https://www.coches.net/peugeot-2008-gt-line-puretech-130-ss-bvm6-5p-gasolina-2020-en-guipuzcoa-70302994-covo.aspx,18,2430,2026-05-08
Fiat,Grande Panda Icon MHEV,2025,3,110,Híbrido,Manual,ECO,Usado,19990.0,Gipuzkoa,https://www.coches.net/km-0/fiat/grande-panda/guipuzcoa/icon-mhev-81kw-110cv-electrico-hibrido-de-km0-70303000-kovn.aspx,1,3,2026-05-08
Citroen,C5 Aircross HYBRID eDCS6 Max,2025,2,145,Híbrido,Manual,ECO,Usado,33490.0,Gipuzkoa,https://www.coches.net/km-0/citroen/c5-aircross/guipuzcoa/hybrid-107kw-145cv-edcs6-max-electrico-hibrido-de-km0-70303003-kovn.aspx,1,2,2026-05-08
Seat,Ibiza 1.0 EcoTSI Style,2019,94886,95,Gasolina,Manual,C,Usado,12490.0,A Coruña,https://www.coches.net/seat-ibiza-10-ecotsi-70kw-95cv-style-5p-gasolina-2019-en-a-coruna-70303675-covo.aspx,7,13555,2026-05-08
Audi,A3 RS3 Sportback TFSI quattro S tron,2023,19886,400,Gasolina,Manual,C,Usado,79900.0,Murcia,https://www.coches.net/audi-a3-rs3-sportback-tfsi-294kw-quattro-s-tron-5p-gasolina-2023-en-murcia-70305297-covo.aspx,3,6629,2026-05-08
Mercedes-Benz,Clase E Coupe E 220 CDI Blue Efficiency Avantg.,2010,329000,170,Diésel,Manual,B,Usado,8970.0,Madrid,https://www.coches.net/mercedes-benz-clase-e-coupe-e-220-cdi-blue-efficiency-avantg-2p-diesel-2011-en-madrid-70307026-covo.aspx,16,20562,2026-05-08
Bmw,Serie 2 M2 Competition,2019,52000,410,Gasolina,Manual,C,Usado,53900.0,Murcia,https://www.coches.net/bmw-serie-2-m2-competition-2p-gasolina-2020-en-murcia-70307061-covo.aspx,7,7429,2026-05-08
Audi,A5 Coupe 2.0 TDI S line edition,2013,277000,177,Diésel,Manual,B,Usado,9970.0,Madrid,https://www.coches.net/audi-a5-coupe-20-tdi-177cv-s-line-edition-2p-diesel-2014-en-madrid-70307083-covo.aspx,13,21308,2026-05-08
Opel,Corsa 1.4 Selective,2017,114000,90,Gasolina,Manual,C,Usado,7970.0,Madrid,https://www.coches.net/opel-corsa-14-selective-66kw-90cv-5p-gasolina-2018-en-madrid-70307129-covo.aspx,9,12667,2026-05-08
Renault,Clio Business Blue dCi,2020,126000,85,Diésel,Manual,C,Usado,10470.0,Madrid,https://www.coches.net/renault-clio-business-blue-dci-63-kw-85cv-5p-diesel-2019-en-madrid-70307206-covo.aspx,6,21000,2026-05-08
Audi,Q3 Advanced 35 TDI S tronic,2023,58000,150,Diésel,Automática,C,Usado,30900.0,Pontevedra,https://www.coches.net/audi-q3-advanced-35-tdi-110kw-150cv-s-tronic-5p-diesel-2023-en-pontevedra-70307335-covo.aspx,3,19333,2026-05-08
Porsche,911 Turbo,2022,60990,580,Gasolina,Manual,C,Usado,199900.0,Guadalajara,https://www.coches.net/porsche-911-turbo-2p-gasolina-2022-en-guadalajara-70307360-covo.aspx,4,15248,2026-05-08
Audi,Q5 Design 2.0 TDI quattro S tronic,2018,92318,190,Diésel,Automática,C,Usado,30900.0,Guadalajara,https://www.coches.net/audi-q5-design-20-tdi-140kw-quattro-s-tronic-5p-diesel-2018-en-guadalajara-70307451-covo.aspx,8,11540,2026-05-08
Volkswagen,Golf GTI Clubsport 2.0 TSI DSG,2023,35169,301,Gasolina,Automática,C,Usado,38990.0,Madrid,https://www.coches.net/volkswagen-golf-gti-clubsport-20-tsi-221kw-300cv-dsg-5p-gasolina-2023-en-madrid-70307528-covo.aspx,3,11723,2026-05-08
Seat,Arona 1.0 TSI Style XL Edition,2023,70000,110,Gasolina,Manual,C,Usado,15990.0,Sta. C. Tenerife,https://www.coches.net/seat-arona-10-tsi-81kw-110cv-style-xl-edition-5p-gasolina-2023-en-sta-c-tenerife-70307572-covo.aspx,3,23333,2026-05-08
Seat,Arona 1.0 TSI Style XL Edition,2023,75000,110,Gasolina,Manual,C,Usado,15990.0,Sta. C. Tenerife,https://www.coches.net/seat-arona-10-tsi-81kw-110cv-style-xl-edition-5p-gasolina-2023-en-sta-c-tenerife-70307573-covo.aspx,3,25000,2026-05-08
Omoda,5 1.6 TGDI DCT,2023,45000,197,Gasolina,Automática,C,Usado,22990.0,Sta. C. Tenerife,https://www.coches.net/omoda-5-16-tgdi-145kw-197cv-dct-5p-gasolina-2023-en-sta-c-tenerife-70307574-covo.aspx,3,15000,2026-05-08
Volkswagen,Golf R 2.0 TSI BMT 4Motion DSG,2016,160000,300,Gasolina,Automática,C,Usado,22990.0,Madrid,https://www.coches.net/volkswagen-golf-r-20-tsi-300cv-bmt-4motion-dsg-3p-gasolina-2017-en-madrid-70307968-covo.aspx,10,16000,2026-05-08
Bmw,Serie 3 M3 Comp. Touring M xDrive,2024,60000,530,Gasolina,Manual,C,Usado,94900.0,Murcia,https://www.coches.net/bmw-serie-3-m3-comp-touring-m-xdrive-5p-gasolina-2025-en-murcia-70308164-covo.aspx,2,30000,2026-05-08
Seat,Tarraco 1.5 TSI StSp Style XL,2022,88541,150,Gasolina,Manual,C,Usado,21990.0,Castellón,https://www.coches.net/seat-tarraco-15-tsi-110kw-stsp-style-xl-5p-gasolina-2023-en-castellon-70308940-covo.aspx,4,22135,2026-05-08
Mazda,MX-30 eSKYACT REV MAKOTO PREM.SUNRF Mod.Conf,2024,100,170,Híbrido Enchufable,Manual,0_EMISIONES,Usado,34000.0,A Coruña,https://www.coches.net/mazda-mx-30-eskyact-rev-makoto-premsunrf-modconf-5p-electrico-hibrido-2022-en-a-coruna-70312269-covo.aspx,2,50,2026-05-08
Ford,Fiesta 1.6 TDCi Sport Coupe,2007,229500,90,Diésel,Manual,B,Usado,5999.0,Alicante,https://www.coches.net/ford-fiesta-16-tdci-sport-coupe-3p-diesel-2007-en-alicante-70313146-covo.aspx,19,12079,2026-05-08
Seat,Arona 1.0 TSI Xperience,2025,27467,115,Gasolina,Manual,C,Usado,19900.0,Jaén,https://www.coches.net/seat-arona-10-tsi-85kw-115cv-xperience-5p-gasolina-2025-en-jaen-70313200-covo.aspx,1,27467,2026-05-08
Peugeot,3008 1.5L BlueHDi SS GT Line,2018,73630,130,Diésel,Manual,C,Usado,16990.0,Bizkaia,https://www.coches.net/peugeot-3008-15l-bluehdi-96kw-130cv-ss-gt-line-5p-diesel-2018-en-vizcaya-70313533-covo.aspx,8,9204,2026-05-08
Peugeot,3008 1.2 PureTech SS GT EAT8,2022,39320,130,Gasolina,Manual,C,Usado,22990.0,Bizkaia,https://www.coches.net/peugeot-3008-12-puretech-96kw-ss-gt-eat8-5p-gasolina-2022-en-vizcaya-70313535-covo.aspx,4,9830,2026-05-08
Jeep,Compass 1.3 Gse T4 Limited DCT FWD,2022,29780,150,Gasolina,Automática,C,Usado,21990.0,Bizkaia,https://www.coches.net/jeep-compass-13-gse-t4-110kw-150cv-limited-dct-fwd-5p-gasolina-2021-en-vizcaya-70313554-covo.aspx,4,7445,2026-05-08
Citroen,C3 PureTech 105g BUSINESS,2016,58138,82,Gasolina,Manual,C,Usado,7990.0,Bizkaia,https://www.coches.net/citroen-c3-puretech-60kw-82cv-105g-business-5p-gasolina-2016-en-vizcaya-70313555-covo.aspx,10,5814,2026-05-08
Peugeot,5008 1.2 PureTech SS Allure Pack EAT8,2022,58536,130,Gasolina,Manual,C,Usado,23990.0,Bizkaia,https://www.coches.net/peugeot-5008-12-puretech-96kw-ss-allure-pack-eat8-5p-gasolina-2022-en-vizcaya-70313563-covo.aspx,4,14634,2026-05-08
Peugeot,3008 1.5 BlueHDi SS Active Pack,2021,62967,130,Diésel,Manual,C,Usado,17990.0,Bizkaia,https://www.coches.net/peugeot-3008-15-bluehdi-96kw-130cv-ss-active-pack-5p-diesel-2021-en-vizcaya-70313568-covo.aspx,5,12593,2026-05-08
Jeep,Renegade eHybrid Summit 1.5 MHEV 130hp Dct Fwd,2025,3,130,Híbrido,Automática,ECO,Usado,30990.0,Bizkaia,https://www.coches.net/km-0/jeep/renegade/vizcaya/ehybrid-summit-15-mhev-130hp-dct-fwd-electrico-hibrido-de-km0-70313573-kovn.aspx,1,3,2026-05-08
Fiat,Panda Pandina 1.0 Hybrid,2025,10,70,Híbrido,Manual,ECO,Usado,14990.0,Gipuzkoa,https://www.coches.net/km-0/fiat/panda/guipuzcoa/pandina-10-hybrid-51kw-70cv-electrico-hibrido-de-km0-70313829-kovn.aspx,1,10,2026-05-08
Opel,Crossland 1.2 GS Line,2022,29681,110,Gasolina,Manual,C,Usado,14990.0,Gipuzkoa,https://www.coches.net/opel-crossland-12-81kw-110cv-gs-line-5p-gasolina-2022-en-guipuzcoa-70313832-covo.aspx,4,7420,2026-05-08
Peugeot,208 Allure HYBRID 110 eDCS6,2025,2,110,Híbrido,Manual,ECO,Usado,21990.0,Gipuzkoa,https://www.coches.net/km-0/peugeot/208/guipuzcoa/allure-hybrid-110-edcs6-electrico-hibrido-de-km0-70313833-kovn.aspx,1,2,2026-05-08
Peugeot,3008 1.2 PureTech SS GT EAT8,2022,39320,130,Gasolina,Manual,C,Usado,22990.0,Gipuzkoa,https://www.coches.net/peugeot-3008-12-puretech-96kw-ss-gt-eat8-5p-gasolina-2022-en-guipuzcoa-70313837-covo.aspx,4,9830,2026-05-08
Peugeot,3008 1.5L BlueHDi SS GT Line,2018,73630,130,Diésel,Manual,C,Usado,16990.0,Gipuzkoa,https://www.coches.net/peugeot-3008-15l-bluehdi-96kw-130cv-ss-gt-line-5p-diesel-2018-en-guipuzcoa-70313840-covo.aspx,8,9204,2026-05-08
Jeep,Compass 1.3 Gse T4 Limited DCT FWD,2022,29780,150,Gasolina,Automática,C,Usado,21990.0,Gipuzkoa,https://www.coches.net/jeep-compass-13-gse-t4-110kw-150cv-limited-dct-fwd-5p-gasolina-2021-en-guipuzcoa-70313845-covo.aspx,4,7445,2026-05-08
Jeep,Renegade eHyb. North Star 1.5 MHEV 130hp Dct Fwd,2025,2,130,Híbrido,Automática,ECO,Usado,29990.0,Gipuzkoa,https://www.coches.net/km-0/jeep/renegade/guipuzcoa/ehyb-north-star-15-mhev-130hp-dct-fwd-electrico-hibrido-de-km0-70313852-kovn.aspx,1,2,2026-05-08
Citroen,C3 Aircross PureTech SS FEE,2020,56397,110,Gasolina,Manual,C,Usado,11890.0,Málaga,https://www.coches.net/citroen-c3-aircross-puretech-81kw-110cv-ss-fee-5p-gasolina-2020-en-malaga-70314056-covo.aspx,6,9400,2026-05-08
Bmw,Serie 4 420d,2022,39000,190,Híbrido,Manual,ECO,Usado,39900.0,Zamora,https://www.coches.net/bmw-serie-4-420d-2p-electrico-hibrido-2023-en-zamora-70315891-covo.aspx,4,9750,2026-05-08
Volvo,V60 2.0 T4 Momentum Auto,2015,174061,190,Gasolina,Manual,C,Usado,10990.0,Sta. C. Tenerife,https://www.coches.net/volvo-v60-20-t4-momentum-auto-5p-gasolina-2016-en-sta-c-tenerife-70316143-covo.aspx,11,15824,2026-05-08
Audi,A4 Avant 2.0 TDI S tronic,2015,129924,150,Diésel,Automática,C,Usado,14590.0,Madrid,https://www.coches.net/audi-a4-avant-20-tdi-150cv-s-tronic-5p-diesel-2016-en-madrid-70316380-covo.aspx,11,11811,2026-05-08
Land Rover,Range Rover Velar 2.0 D180 S 4WD Auto,2019,103135,180,Diésel,Manual,C,Usado,24890.0,Madrid,https://www.coches.net/land-rover-range-rover-velar-20-d180-132kw-180cv-s-4wd-auto-5p-diesel-2020-en-madrid-70316383-covo.aspx,7,14734,2026-05-08
Toyota,Corolla 1.8 125H STYLE ECVT,2022,104000,122,Híbrido,Automática,ECO,Usado,19890.0,Madrid,https://www.coches.net/toyota-corolla-18-125h-style-ecvt-5p-electrico-hibrido-2022-en-madrid-70321753-covo.aspx,4,26000,2026-05-08
Toyota,Corolla 140H Active Plus Touring Sport,2025,8000,140,Híbrido,Manual,ECO,Usado,27490.0,Madrid,https://www.coches.net/toyota-corolla-140h-active-plus-touring-sport-5p-electrico-hibrido-2025-en-madrid-70321754-covo.aspx,1,8000,2026-05-08
Kia,XCeed 1.6 GDi PHEV eDrive,2022,9588,141,Híbrido Enchufable,Automática,0_EMISIONES,Usado,23790.0,Sevilla,https://www.coches.net/kia-xceed-16-gdi-phev-104kw-141cv-edrive-5p-electrico-hibrido-2022-en-sevilla-70322384-covo.aspx,4,2397,2026-05-08
Bmw,Serie 1 120,2025,15231,170,Híbrido,Manual,ECO,Usado,33900.0,Sta. C. Tenerife,https://www.coches.net/bmw-serie-1-120-5p-electrico-hibrido-2025-en-sta-c-tenerife-70322401-covo.aspx,1,15231,2026-05-08
Fiat,Tipo 1.3 Lounge diesel Multijet,2016,152000,95,Diésel,Manual,C,Usado,8900.0,Salamanca,https://www.coches.net/fiat-tipo-13-lounge-70kw-95cv-diesel-multijet-4p-diesel-2016-en-salamanca-70323262-covo.aspx,10,15200,2026-05-08
Renault,Clio Dynamique Energy TCe 90 SS eco2,2015,107989,90,Gasolina,Manual,C,Usado,9500.0,Salamanca,https://www.coches.net/renault-clio-dynamique-energy-tce-90-ss-eco2-5p-gasolina-2013-en-salamanca-70323263-covo.aspx,11,9817,2026-05-08
Volvo,XC60 2.0 T8 AWD Business Plus Auto,2020,132456,390,Híbrido Enchufable,Manual,0_EMISIONES,Usado,27990.0,Salamanca,https://www.coches.net/volvo-xc60-20-t8-awd-business-plus-auto-5p-electrico-hibrido-2020-en-salamanca-70323265-covo.aspx,6,22076,2026-05-08
Peugeot,Rifter GT Long BlueHDi,2022,43955,130,Diésel,Manual,C,Usado,24990.0,Salamanca,https://www.coches.net/peugeot-rifter-gt-long-bluehdi-96kw-5p-diesel-2021-en-salamanca-70323267-covo.aspx,4,10989,2026-05-08
Mini,COUNTRYMAN Cooper,2022,43200,136,Gasolina,Manual,C,Usado,26900.0,Madrid,https://www.coches.net/mini-countryman-cooper-5p-gasolina-2022-en-madrid-70324200-covo.aspx,4,10800,2026-05-08
Mini,MINI John Cooper Works,2008,188652,211,Gasolina,Manual,C,Usado,7990.0,Sevilla,https://www.coches.net/mini-mini-john-cooper-works-3p-gasolina-2008-en-sevilla-70324458-covo.aspx,18,10481,2026-05-08
Fiat,Panda City Cross 1.0 Gse,2023,70000,70,Híbrido,Manual,ECO,Usado,10985.0,Sta. C. Tenerife,https://www.coches.net/fiat-panda-city-cross-10-gse-51kw-70cv-5p-electrico-hibrido-2022-en-sta-c-tenerife-70325980-covo.aspx,3,23333,2026-05-08
Toyota,Proace Verso Family L1 2.2D 8AT Advance,2025,21,180,Diésel,Automática,C,Usado,44890.0,Madrid,https://www.coches.net/toyota-proace-verso-family-l1-22d-180cv-8at-advance-8p-5p-diesel-2026-en-madrid-70326026-covo.aspx,1,21,2026-05-08
Toyota,C-HR 1.8 140H Advance,2024,8837,140,Híbrido,Manual,ECO,Usado,30890.0,Madrid,https://www.coches.net/toyota-c-hr-18-140h-advance-5p-electrico-hibrido-2024-en-madrid-70326031-covo.aspx,2,4418,2026-05-08
Mg,MG3 1.5 Comfort,2025,8955,116,Gasolina,Manual,C,Usado,16990.0,Madrid,https://www.coches.net/mg-mg3-15-comfort-5p-gasolina-2024-en-madrid-70326276-covo.aspx,1,8955,2026-05-08
Mg,MG3 1.5 Comfort,2026,13,116,Gasolina,Manual,C,Usado,18500.0,Madrid,https://www.coches.net/km-0/mg/mg3/madrid/15-comfort-gasolina-de-km0-70326277-kovn.aspx,0,13,2026-05-08
Bmw,Serie 4 420i Cabrio,2022,58000,184,Gasolina,Manual,C,Usado,36390.0,Málaga,https://www.coches.net/bmw-serie-4-420i-cabrio-2p-gasolina-2022-en-malaga-70326400-covo.aspx,4,14500,2026-05-08
Volvo,V60 2.0 D4 Momentum Auto,2016,124448,190,Diésel,Manual,C,Usado,14490.0,Madrid,https://www.coches.net/volvo-v60-20-d4-momentum-auto-5p-diesel-2017-en-madrid-70326795-covo.aspx,10,12445,2026-05-08
Audi,A3 Sportback Advanced 30 TFSI S tronic,2024,16458,110,Híbrido,Automática,ECO,Usado,26990.0,Madrid,https://www.coches.net/audi-a3-sportback-advanced-30-tfsi-81kw-s-tronic-5p-electrico-hibrido-2024-en-madrid-70326799-covo.aspx,2,8229,2026-05-08
Mercedes-Benz,GLE GLE 350 e 4MATIC Hibrido Enchufable,2021,95918,333,Híbrido Enchufable,Manual,0_EMISIONES,Usado,46890.0,Madrid,https://www.coches.net/mercedes-benz-gle-gle-350-e-4matic-hibrido-enchufable-5p-electrico-hibrido-2020-en-madrid-70326804-covo.aspx,5,19184,2026-05-08
Volvo,XC60 2.0 T6 AWD Recharge Core Auto,2022,96310,350,Híbrido Enchufable,Manual,0_EMISIONES,Usado,33400.0,Madrid,https://www.coches.net/volvo-xc60-20-t6-awd-recharge-core-auto-5p-electrico-hibrido-2024-en-madrid-70326809-covo.aspx,4,24078,2026-05-08
Porsche,Macan Macan,2021,105750,265,Gasolina,Manual,C,Usado,49590.0,Madrid,https://www.coches.net/porsche-macan-macan-5p-gasolina-2022-en-madrid-70326812-covo.aspx,5,21150,2026-05-08
Bmw,Serie 3 318d Touring,2015,141668,143,Diésel,Manual,C,Usado,13890.0,Madrid,https://www.coches.net/bmw-serie-3-318d-touring-5p-diesel-2015-en-madrid-70326825-covo.aspx,11,12879,2026-05-08
Bmw,Serie 5 520dA Touring,2014,150503,190,Diésel,Manual,B,Usado,16610.0,Madrid,https://www.coches.net/bmw-serie-5-520da-touring-5p-diesel-2015-en-madrid-70326895-covo.aspx,12,12542,2026-05-08
Mercedes-Benz,Clase C C 200 d,2018,58816,136,Diésel,Manual,C,Usado,23890.0,Madrid,https://www.coches.net/mercedes-benz-clase-c-c-200-d-4p-diesel-2018-en-madrid-70326900-covo.aspx,8,7352,2026-05-08
Cupra,Formentor 1.4 eHybrid 245 CV VZ DSG,2023,75467,245,Híbrido Enchufable,Automática,0_EMISIONES,Usado,29490.0,Madrid,https://www.coches.net/cupra-formentor-14-ehybrid-180kw-245-cv-vz-dsg-5p-electrico-hibrido-2023-en-madrid-70326913-covo.aspx,3,25156,2026-05-08
Dacia,Duster Journey Go TCE 96kW130CV 4X2,2025,8307,130,Gasolina,Manual,C,Usado,24750.0,Madrid,https://www.coches.net/dacia-duster-journey-go-tce-96kw130cv-4x2-5p-gasolina-2023-en-madrid-70326916-covo.aspx,1,8307,2026-05-08
Mercedes-Benz,EQS EQS 580 4MATIC,2023,11736,544,Eléctrico,Automática,Sin etiqueta,Usado,75990.0,Madrid,https://www.coches.net/mercedes-benz-eqs-eqs-580-4matic-5p-electrico-hibrido-2024-en-madrid-70326934-covo.aspx,3,3912,2026-05-08
Bmw,i3 94ah,2018,38276,170,Eléctrico,Automática,Sin etiqueta,Usado,15790.0,Madrid,https://www.coches.net/bmw-i3-94ah-5p-electrico-hibrido-2019-en-madrid-70326938-covo.aspx,8,4784,2026-05-08
