marca,modelo,año,kilometraje_km,combustible,potencia_cv,transmision,precio_eur,tipo_venta,etiqueta_ambiental
Audi,Audi A8,2016,94850.0,Gasolina,331.0,Automática,16900,Usado,C
Fiat,Fiat Ducato,2023,94808.0,Diésel,84.0,Manual,16900,Usado,C
Bmw,Bmw 118,2023,93735.0,Diésel,105.0,Manual,16900,Usado,C
Bmw,Bmw 116,2023,93437.0,Diésel,85.0,Manual,16900,Usado,C
Audi,Audi A3,2021,93000.0,Diésel,77.0,Manual,16900,Usado,C
Volkswagen,Volkswagen Golfsportsvan,2023,92400.0,Diésel,81.0,Automática,16900,Usado,C
Iveco,Iveco Daily,2023,92135.0,Diésel,107.0,Manual,16900,Usado,C
Mercedes-Benz,Mercedes-Benz A180,2021,92000.0,Diésel,80.0,Automática,16900,Usado,C
Audi,Audi A3,2021,90748.0,Gasolina,90.0,Automática,16900,Casi nuevo,C
Volkswagen,Volkswagen Golf,2023,90490.0,Diésel,77.0,Automática,16900,Casi nuevo,C
Audi,Audi A4,2020,90000.0,Diésel,105.0,Manual,16900,Usado,C
Bmw,Bmw 320,2018,90000.0,Diésel,130.0,Manual,16900,Usado,C
Mercedes-Benz,Mercedes-Benz C220,2019,90000.0,Diésel,125.0,Automática,16900,Usado,C
Kia,Kia Sportage,2023,89000.0,Diésel,100.0,Manual,16900,Usado,C
Mercedes-Benz,Mercedes-Benz C220,2021,89000.0,Diésel,125.0,Manual,16900,Usado,C
Toyota,Toyota Rav4,2023,89000.0,Diésel,91.0,Manual,16900,Usado,C
Bmw,Bmw 116,2022,88200.0,Diésel,85.0,Manual,16900,Usado,C
Bmw,Bmw 118,2023,88000.0,Diésel,105.0,Manual,16900,Usado,C
Nissan,Nissan Qashqai,2021,88000.0,Diésel,110.0,Automática,16900,Usado,C
Volkswagen,Volkswagen Golfsportsvan,2022,86306.0,Diésel,81.0,Manual,16900,Usado,C
Audi,Audi A3,2022,85163.0,Diésel,110.0,Automática,16900,Usado,C
Volkswagen,Volkswagen Passatvariant,2023,84200.0,Diésel,88.0,Manual,16900,Usado,C
Bmw,Bmw 118,2022,83900.0,Diésel,105.0,Automática,16900,Usado,C
Kia,Kia Sportage,2023,83659.0,Diésel,103.0,Manual,16900,Usado,C
Toyota,Toyota Avensis,2024,83000.0,Diésel,105.0,Manual,16900,Usado,C
Bmw,Bmw X1,2019,82500.0,Diésel,130.0,Automática,16900,Usado,C
Volkswagen,Volkswagen Golf,2022,82000.0,Diésel,110.0,Manual,16900,Usado,C
Seat,Seat Leon,2023,81000.0,Diésel,110.0,Manual,16900,Usado,C
Bmw,Bmw 116,2022,80000.0,Diésel,85.0,Manual,16900,Usado,C
Fiat,Fiat Ducato,2024,80000.0,Diésel,130.0,Manual,16900,Usado,C
Ford,Ford Kuga,2021,80000.0,Diésel,103.0,Manual,16900,Usado,C
Seat,Seat Alhambra,2023,80000.0,Diésel,103.0,Manual,16900,Usado,C
Suzuki,Suzuki Grandvitara,2020,80000.0,Diésel,95.0,Manual,16900,Usado,C
Volkswagen,Volkswagen Passat,2021,80000.0,Diésel,103.0,Manual,16900,Usado,C
Seat,Seat Alhambra,2023,79950.0,Diésel,103.0,Manual,16900,Casi nuevo,C
Mercedes-Benz,Mercedes-Benz C200,2018,79500.0,Diésel,100.0,Automática,16900,Usado,C
Audi,Audi A5,2017,79262.0,Gasolina,132.0,Automática,16900,Usado,C
Audi,Audi Tt,2017,79000.0,Gasolina,147.0,Manual,16900,Usado,C
Bmw,Bmw 116,2022,79000.0,Gasolina,100.0,Manual,16900,Usado,C
Bmw,Bmw 116,2022,79000.0,Diésel,85.0,Manual,16900,Usado,C
Seat,Seat Alhambra,2020,79000.0,Diésel,85.0,Manual,16900,Usado,C
Ford,Ford Kuga,2022,78715.0,Diésel,119.0,Automática,16900,Usado,C
Volvo,Volvo V40,2021,78523.0,Diésel,85.0,Manual,16900,Casi nuevo,C
Chevrolet,Chevrolet Captiva,2022,78169.0,Diésel,120.0,Manual,16900,Usado,C
Ford,Ford S-Max,2022,78000.0,Diésel,103.0,Automática,16900,Usado,C
Ssangyong,Ssangyong Rexton,2022,77000.0,Diésel,114.0,Manual,16900,Usado,C
Volvo,Volvo S60,2022,77000.0,Diésel,100.0,Automática,16900,Usado,C
Mercedes-Benz,Mercedes-Benz A180,2022,76184.0,Diésel,80.0,Manual,16900,Usado,C
Audi,Audi A3,2023,76000.0,Diésel,81.0,Manual,16900,Usado,C
Honda,Honda Cr-V,2022,75000.0,Diésel,88.0,Manual,16900,Usado,C
Nissan,Nissan Qashqai,2021,75000.0,Diésel,110.0,Automática,16900,Usado,C
Mercedes-Benz,Mercedes-Benz A180,2022,74894.0,Diésel,80.0,Manual,16900,Usado,C
Toyota,Toyota Auris,2024,74857.0,Híbrido,100.0,Automática,16900,Usado,ECO
Bmw,Bmw 216,2023,74453.0,Diésel,85.0,Manual,16900,Usado,C
Nissan,Nissan Qashqai,2023,74000.0,Diésel,96.0,Automática,16900,Usado,C
Fiat,Fiat Ducato,2022,73833.0,Diésel,96.0,Manual,16900,Usado,C
Mitsubishi,Mitsubishi Outlander,2020,73650.0,Diésel,115.0,Manual,16900,Usado,C
Honda,Honda Cr-V,2023,73000.0,Diésel,88.0,Manual,16900,Usado,C
Seat,Seat Leon,2024,73000.0,Gasolina,92.0,Manual,16900,Usado,C
Volvo,Volvo V60,2019,72000.0,Diésel,120.0,Manual,16900,Usado,C
Bmw,Bmw X1,2021,71770.0,Diésel,105.0,Manual,16900,Usado,C
Bmw,Bmw 116,2023,71296.0,Diésel,85.0,Automática,16900,Usado,C
Bmw,Bmw 118,2023,71248.0,Diésel,105.0,Manual,16900,Usado,C
Volkswagen,Volkswagen Beetle,2023,71000.0,Diésel,77.0,Manual,16900,Usado,C
Citroen,Citroen Grandc4Picasso,2022,70000.0,Diésel,85.0,Automática,16900,Usado,C
Opel,Opel Zafiratourer,2022,70000.0,Diésel,121.0,Manual,16900,Usado,C
Bmw,Bmw 116,2021,69156.0,Diésel,85.0,Automática,16900,Usado,C
Nissan,Nissan Qashqai,2023,69000.0,Diésel,81.0,Manual,16900,Usado,C
Nissan,Nissan Qashqai,2020,69000.0,Diésel,110.0,Automática,16900,Usado,C
Volkswagen,Volkswagen Eos,2018,69000.0,Diésel,103.0,Automática,16900,Usado,C
Opel,Opel Zafiratourer,2020,68600.0,Diésel,96.0,Manual,16900,Usado,C
Mazda,Mazda 6,2022,68428.0,Diésel,110.0,Manual,16900,Usado,C
Ford,Ford Focus,2022,68000.0,Gasolina,184.0,Manual,16900,Usado,C
Land,Land Roverfreelander,2016,68000.0,Diésel,118.0,Automática,16900,Usado,C
Ford,Ford Kuga,2023,67027.0,Diésel,103.0,Manual,16900,Usado,C
Bmw,Bmw 116,2023,67000.0,Diésel,85.0,Manual,16900,Usado,C
Citroen,Citroen Jumpy,2023,67000.0,Diésel,94.0,Manual,16900,Usado,C
Volkswagen,Volkswagen Beetle,2022,67000.0,Diésel,77.0,Manual,16900,Usado,C
Nissan,Nissan Qashqai+2,2022,66500.0,Diésel,96.0,Manual,16900,Usado,C
Mercedes-Benz,Mercedes-Benz Sprinter,2022,66000.0,Diésel,95.0,Manual,16900,Usado,C
Volkswagen,Volkswagen Tiguan,2024,66000.0,Diésel,81.0,Manual,16900,Usado,C
Mercedes-Benz,Mercedes-Benz B200,2020,64976.0,Gasolina,100.0,Manual,16900,Usado,C
Mazda,Mazda 6,2023,64481.0,Diésel,110.0,Manual,16900,Casi nuevo,C
Opel,Opel Insignia,2023,64149.0,Diésel,100.0,Manual,16900,Usado,C
Audi,Audi A3,2022,64000.0,Diésel,81.0,Manual,16900,Usado,C
Bmw,Bmw 216,2023,63851.0,Diésel,85.0,Manual,16900,Usado,C
Citroen,Citroen Jumper,2022,63715.0,Diésel,96.0,Manual,16900,Usado,C
Bmw,Bmw 116,2023,63000.0,Diésel,85.0,Manual,16900,Usado,C
Nissan,Nissan Qashqai,2024,63000.0,Diésel,81.0,Manual,16900,Usado,C
Toyota,Toyota Auris,2025,61500.0,Híbrido,100.0,Automática,16900,Usado,ECO
Nissan,Nissan Qashqai+2,2022,61244.0,Diésel,81.0,Manual,16900,Usado,C
Bmw,Bmw 320,2021,61000.0,Diésel,135.0,Manual,16900,Usado,C
Audi,Audi A3,2022,60425.0,Diésel,77.0,Automática,16900,Usado,C
Mercedes-Benz,Mercedes-Benz A180,2021,60000.0,Diésel,80.0,Manual,16900,Usado,C
Nissan,Nissan Qashqai,2023,60000.0,Diésel,96.0,Manual,16900,Usado,C
Volkswagen,Volkswagen Tiguan,2023,60000.0,Diésel,81.0,Manual,16900,Usado,C
Bmw,Bmw 116,2021,59074.0,Diésel,85.0,Manual,16900,Usado,C
Audi,Audi A4,2022,59040.0,Diésel,110.0,Manual,16900,Usado,C
Audi,Audi A3,2022,59000.0,Diésel,77.0,Manual,16900,Usado,C
Mercedes-Benz,Mercedes-Benz B180,2020,59000.0,Diésel,80.0,Automática,16900,Usado,C
Bmw,Bmw 116,2022,58972.0,Diésel,85.0,Manual,16900,Usado,C
Renault,Renault Trafic,2020,58802.0,Diésel,84.0,Manual,16900,Usado,C
Audi,Audi A3,2023,58000.0,Diésel,110.0,Manual,16900,Usado,C
Volkswagen,Volkswagen Tiguan,2022,57594.0,Diésel,81.0,Manual,16900,Usado,C
Ford,Ford Transit,2021,57000.0,Diésel,92.0,Manual,16900,Usado,C
Volkswagen,Volkswagen Tiguan,2023,56286.0,Diésel,81.0,Manual,16900,Usado,C
Hyundai,Hyundai Ix35,2023,55040.0,Diésel,85.0,Manual,16900,Casi nuevo,C
Skoda,Skoda Octavia,2024,55000.0,Diésel,110.0,Automática,16900,Usado,C
Volkswagen,Volkswagen Golf,2020,55000.0,Diésel,103.0,Manual,16900,Usado,C
Volvo,Volvo V40,2024,55000.0,Diésel,88.0,Manual,16900,Casi nuevo,C
Mercedes-Benz,Mercedes-Benz B180,2024,54772.0,Diésel,80.0,Manual,16900,Usado,C
Seat,Seat Leon,2024,54700.0,Diésel,110.0,Manual,16900,Usado,C
Skoda,Skoda Octavia,2025,54074.0,Diésel,110.0,Automática,16900,Casi nuevo,C
Audi,Audi A3,2022,54000.0,Diésel,77.0,Automática,16900,Usado,C
Volkswagen,Volkswagen Golf,2023,54000.0,Diésel,77.0,Manual,16900,Usado,C
Hyundai,Hyundai I40,2023,53850.0,Diésel,100.0,Manual,16900,Usado,C
Volkswagen,Volkswagen Scirocco,2020,53247.0,Diésel,103.0,Manual,16900,Usado,C
Mercedes-Benz,Mercedes-Benz B180,2024,53090.0,Diésel,80.0,Manual,16900,Usado,C
Bmw,Bmw 120,2020,52420.0,Diésel,137.0,Manual,16900,Usado,C
Mercedes-Benz,Mercedes-Benz B180,2024,51930.0,Diésel,80.0,Manual,16900,Usado,C
Audi,Audi A3,2021,51000.0,Diésel,77.0,Manual,16900,Usado,C
Toyota,Toyota Rav4,2021,51000.0,Diésel,110.0,Manual,16900,Usado,C
Volvo,Volvo V40,2024,50924.0,Diésel,88.0,Manual,16900,Usado,C
Audi,Audi A3,2021,50029.0,Diésel,77.0,Automática,16900,Usado,C
Opel,Opel Insignia,2022,50000.0,Diésel,118.0,Manual,16900,Usado,C
Volkswagen,Volkswagen Beetle,2024,50000.0,Diésel,81.0,Manual,16900,Usado,C
Volvo,Volvo V40,2022,50000.0,Diésel,110.0,Manual,16900,Usado,C
Kia,Kia Sportage,2022,49000.0,Diésel,84.0,Manual,16900,Usado,C
Toyota,Toyota Verso,2024,48811.0,Diésel,82.0,Manual,16900,Usado,C
Mercedes-Benz,Mercedes-Benz B180,2024,48059.0,Diésel,80.0,Manual,16900,Usado,C
Mercedes-Benz,Mercedes-Benz A180,2021,48000.0,Diésel,80.0,Manual,16900,Usado,C
Bmw,Bmw 116,2022,47000.0,Diésel,85.0,Manual,16900,Usado,C
Nissan,Nissan Qashqai,2025,46548.0,Diésel,82.0,Manual,16900,Usado,C
Audi,Audi A3,2023,46144.0,Diésel,81.0,Manual,16900,Usado,C
Kia,Kia Sportage,2024,45031.0,Diésel,85.0,Manual,16900,Usado,C
Audi,Audi A3,2023,45000.0,Diésel,77.0,Manual,16900,Usado,C
Ford,Ford Kuga,2021,45000.0,Diésel,103.0,Manual,16900,Usado,C
Volvo,Volvo V40,2023,44952.0,Diésel,84.0,Manual,16900,Usado,C
Bmw,Bmw 118,2021,44800.0,Diésel,105.0,Automática,16900,Usado,C
Kia,Kia Sportage,2024,44500.0,Diésel,85.0,Manual,16900,Usado,C
Toyota,Toyota Verso,2024,44500.0,Diésel,82.0,Manual,16900,Usado,C
Peugeot,Peugeot 3008,2024,43760.0,Diésel,88.0,Manual,16900,Usado,C
Bmw,Bmw 116,2023,43000.0,Diésel,85.0,Manual,16900,Usado,C
Bmw,Bmw X1,2019,43000.0,Diésel,105.0,Automática,16900,Usado,C
Ford,Ford Grandc-Max,2024,43000.0,Diésel,88.0,Automática,16900,Usado,C
Hyundai,Hyundai Ix35,2022,43000.0,Diésel,84.0,Manual,16900,Usado,C
Ford,Ford Kuga,2020,42741.0,Diésel,103.0,Manual,16900,Casi nuevo,C
Ford,Ford Kuga,2024,42000.0,Diésel,88.0,Manual,16900,Usado,C
Hyundai,Hyundai Ix35,2023,42000.0,Gasolina,99.0,Manual,16900,Usado,C
Jeep,Jeep Renegade,2024,41200.0,Diésel,88.0,Manual,16900,Usado,C
Fiat,Fiat 500X,2023,41000.0,Diésel,88.0,Manual,16900,Usado,C
Seat,Seat Ibiza,2024,41000.0,Gasolina,141.0,Manual,16900,Usado,C
Fiat,Fiat 500X,2023,40000.0,Diésel,88.0,Manual,16900,Usado,C
Bmw,Bmw 116,2024,39900.0,Diésel,85.0,Manual,16900,Usado,C
Audi,Audi A3,2021,39888.0,Diésel,110.0,Manual,16900,Usado,C
Ford,Ford C-Max,2024,39601.0,Diésel,88.0,Manual,16900,Usado,C
Renault,Renault Grandscenic,2024,38900.0,Diésel,96.0,Manual,16900,Usado,C
Ford,Ford C-Max,2024,38250.0,Diésel,88.0,Manual,16900,Usado,C
Nissan,Nissan Qashqai,2024,38000.0,Gasolina,85.0,Automática,16900,Usado,C
Mercedes-Benz,Mercedes-Benz Slk200,2016,37000.0,Gasolina,135.0,Manual,16900,Usado,C
Toyota,Toyota Auris,2025,35839.0,Diésel,82.0,Manual,16900,Usado,C
Hyundai,Hyundai Ix35,2023,35706.0,Diésel,85.0,Manual,16900,Casi nuevo,C
Opel,Opel Mokka,2025,35700.0,Diésel,100.0,Manual,16900,Usado,C
Opel,Opel Zafiratourer,2024,35000.0,Diésel,100.0,Manual,16900,Usado,C
Toyota,Toyota Verso,2022,35000.0,Diésel,91.0,Manual,16900,Usado,C
Volkswagen,Volkswagen Beetle,2023,34617.0,Diésel,81.0,Manual,16900,Usado,C
Ds,Ds Automobilesds4,2025,34047.0,Diésel,88.0,Manual,16900,Usado,C
Volkswagen,Volkswagen Beetle,2023,33624.0,Diésel,81.0,Manual,16900,Usado,C
Opel,Opel Insignia,2024,33000.0,Diésel,100.0,Manual,16900,Usado,C
Ds,Ds Automobilesds4,2025,32099.0,Diésel,89.0,Manual,16900,Usado,C
Volvo,Volvo V40,2023,32060.0,Diésel,84.0,Manual,16900,Usado,C
Fiat,Fiat 500,2023,32000.0,Eléctrico,83.0,Automática,16900,Usado,0_EMISIONES
Mercedes-Benz,Mercedes-Benz B180,2022,31190.0,Diésel,80.0,Manual,16900,Usado,C
Ford,Ford C-Max,2023,31168.0,Diésel,85.0,Manual,16900,Usado,C
Hyundai,Hyundai I30,2023,31000.0,Gasolina,137.0,Manual,16900,Usado,C
Opel,Opel Mokka,2025,31000.0,Diésel,100.0,Manual,16900,Usado,C
Volkswagen,Volkswagen Beetle,2023,30869.0,Diésel,81.0,Manual,16900,Usado,C
Volvo,Volvo V40,2024,30825.0,Diésel,88.0,Manual,16900,Demo,C
Opel,Opel Zafira,2025,30115.0,Diésel,99.0,Manual,16900,Usado,C
Opel,Opel Mokka,2025,30077.0,Diésel,100.0,Manual,16900,Usado,C
Audi,Audi A4,2021,30000.0,Diésel,105.0,Automática,16900,Usado,C
Opel,Opel Insignia,2024,29888.0,Diésel,100.0,Automática,16900,Usado,C
Seat,Seat Leon,2025,29388.0,Diésel,110.0,Manual,16900,Usado,C
Ford,Ford C-Max,2024,29109.0,Diésel,85.0,Manual,16900,Usado,C
Mercedes-Benz,Mercedes-Benz B180,2022,29100.0,Diésel,80.0,Manual,16900,Usado,C
Seat,Seat Leon,2025,29088.0,Diésel,111.0,Manual,16900,Usado,C
Seat,Seat Leon,2025,29088.0,Diésel,110.0,Manual,16900,Usado,C
Opel,Opel Astra,2025,29048.0,Diésel,81.0,Manual,16900,Usado,C
Seat,Seat Leon,2024,29032.0,Diésel,135.0,Manual,16900,Usado,C
Seat,Seat Leon,2024,28966.0,Diésel,110.0,Manual,16900,Usado,C
Opel,Opel Mokka,2024,28709.0,Diésel,100.0,Manual,16900,Usado,C
Toyota,Toyota Auris,2025,28659.0,Eléctrico,100.0,Automática,16900,Usado,0_EMISIONES
Seat,Seat Leon,2024,28517.0,Diésel,110.0,Automática,16900,Usado,C
Seat,Seat Leon,2024,28224.0,Diésel,110.0,Manual,16900,Usado,C
Renault,Renault Megane,2025,28033.0,Diésel,81.0,Manual,16900,Usado,C
Volkswagen,Volkswagen Beetle,2023,27879.0,Diésel,81.0,Manual,16900,Usado,C
Citroen,Citroen C4Picasso,2025,27586.0,Gasolina,96.0,Manual,16900,Usado,C
Toyota,Toyota Auris,2025,27548.0,Eléctrico,100.0,Automática,16900,Usado,0_EMISIONES
Audi,Audi A1,2025,27539.0,Diésel,85.0,Manual,16900,Usado,C
Audi,Audi A1,2025,27420.0,Diésel,85.0,Manual,16900,Usado,C
Renault,Renault Megane,2025,27391.0,Diésel,81.0,Manual,16900,Casi nuevo,C
Opel,Opel Mokka,2025,27250.0,Diésel,100.0,Manual,16900,Usado,C
Opel,Opel Mokka,2025,27000.0,Diésel,100.0,Manual,16900,Usado,C
Peugeot,Peugeot 308,2025,27000.0,Diésel,73.0,Manual,16900,Usado,C
Nissan,Nissan Qashqai,2025,26605.0,Diésel,81.0,Manual,16900,Km 0,C
Seat,Seat Leon,2025,26594.0,Diésel,110.0,Manual,16900,Usado,C
Peugeot,Peugeot 508,2025,26575.0,Diésel,89.0,Manual,16900,Usado,C
Opel,Opel Insignia,2025,26566.0,Diésel,88.0,Manual,16900,Usado,C
Audi,Audi A3,2022,26563.0,Diésel,77.0,Manual,16900,Usado,C
Audi,Audi A1,2023,26521.0,Diésel,85.0,Manual,16900,Usado,C
Bmw,Bmw 116,2024,26451.0,Diésel,85.0,Manual,16900,Casi nuevo,C
Volkswagen,Volkswagen Golf,2024,26251.0,Diésel,81.0,Manual,16900,Usado,C
Volkswagen,Volkswagen Golf,2024,26081.0,Diésel,81.0,Manual,16900,Usado,C
Renault,Renault Scenic,2024,26000.0,Diésel,96.0,Manual,16900,Usado,C
Audi,Audi A1,2025,25970.0,Diésel,85.0,Manual,16900,Usado,C
Ford,Ford C-Max,2022,25864.0,Diésel,102.0,Automática,16900,Usado,C
Mercedes-Benz,Mercedes-Benz Slk200,2012,25700.0,Gasolina,120.0,Manual,16900,Usado,C
Seat,Seat Leon,2025,25693.0,Diésel,110.0,Manual,16900,Usado,C
Volkswagen,Volkswagen Golf,2024,25627.0,Gasolina,81.0,Manual,16900,Usado,C
Mazda,Mazda 6,2020,25495.0,Diésel,95.0,Manual,16900,Usado,C
Renault,Renault Grandscenic,2024,25449.0,Diésel,81.0,Manual,16900,Usado,C
Toyota,Toyota Auris,2025,25405.0,Híbrido,100.0,Automática,16900,Usado,ECO
Toyota,Toyota Auris,2025,25405.0,Eléctrico,100.0,Automática,16900,Usado,0_EMISIONES
Mercedes-Benz,Mercedes-Benz B180,2024,25347.0,Diésel,80.0,Manual,16900,Usado,C
Audi,Audi A3,2023,25210.0,Diésel,77.0,Manual,16900,Usado,C
Toyota,Toyota Auris,2022,25201.0,Diésel,91.0,Manual,16900,Usado,C
Toyota,Toyota Avensis,2022,25201.0,Diésel,91.0,Manual,16900,Usado,C
Volkswagen,Volkswagen Golf,2025,25104.0,Diésel,81.0,Automática,16900,Usado,C
Bmw,Bmw 116,2025,25000.0,Diésel,85.0,Manual,16900,Usado,C
Kia,Kia Sportage,2025,25000.0,Gasolina,97.0,Manual,16900,Usado,C
Opel,Opel Mokka,2024,25000.0,Diésel,100.0,Manual,16900,Usado,C
Renault,Renault Trafic,2023,25000.0,Diésel,84.0,Manual,16900,Km 0,C
Audi,Audi A1,2021,24611.0,Gasolina,90.0,Automática,16900,Usado,C
Citroen,Citroen Jumpy,2025,24500.0,Diésel,85.0,Manual,16900,Usado,C
Volvo,Volvo V40,2024,24300.0,Diésel,88.0,Manual,16900,Usado,C
Volvo,Volvo V40,2024,24300.0,Diésel,88.0,Manual,16900,Demo,C
Opel,Opel Mokka,2024,24236.0,Gasolina,103.0,Automática,16900,Usado,C
Opel,Opel Mokka,2024,24000.0,Diésel,100.0,Manual,16900,Usado,C
Opel,Opel Zafira,2025,24000.0,Diésel,99.0,Manual,16900,Usado,C
Ford,Ford Focus,2024,23670.0,Gasolina,110.0,Manual,16900,Usado,C
Ford,Ford Focus,2024,23600.0,Gasolina,110.0,Manual,16900,Casi nuevo,C
Citroen,Citroen C4Picasso,2024,23578.0,Diésel,88.0,Automática,16900,Casi nuevo,C
Opel,Opel Astra,2025,23468.0,Diésel,81.0,Manual,16900,Usado,C
Seat,Seat Leon,2025,23400.0,Diésel,85.0,Automática,16900,Usado,C
Opel,Opel Zafira,2025,23327.0,Diésel,99.0,Manual,16900,Usado,C
Bmw,Bmw 118,2020,23300.0,Diésel,105.0,Manual,16900,Usado,C
Volkswagen,Volkswagen Beetle,2024,23000.0,Gasolina,77.0,Manual,16900,Usado,C
Audi,Audi A1,2025,22850.0,Diésel,85.0,Manual,16900,Usado,C
Toyota,Toyota Auris,2025,22473.0,Híbrido,100.0,Automática,16900,Usado,ECO
Opel,Opel Mokka,2024,22460.0,Diésel,100.0,Manual,16900,Usado,C
Opel,Opel Mokka,2024,22460.0,Diésel,100.0,Manual,16900,Km 0,C
Alfa,Alfa Romeogiulietta,2022,22400.0,Diésel,129.0,Automática,16900,Casi nuevo,C
Nissan,Nissan Qashqai,2025,22345.0,Diésel,80.0,Manual,16900,Usado,C
Opel,Opel Astra,2025,22330.0,Diésel,100.0,Manual,16900,Usado,C
Renault,Renault Kadjar,2024,22240.0,Diésel,81.0,Manual,16900,Casi nuevo,C
Audi,Audi A1,2025,22238.0,Diésel,85.0,Manual,16900,Usado,C
Renault,Renault Kadjar,2024,22018.0,Diésel,81.0,Manual,16900,Usado,C
Toyota,Toyota Auris,2024,22015.0,Diésel,66.0,Manual,16900,Usado,C
Volkswagen,Volkswagen Golf,2024,22000.0,Diésel,81.0,Manual,16900,Usado,C
Volkswagen,Volkswagen Scirocco,2022,22000.0,Gasolina,90.0,Manual,16900,Usado,C
Renault,Renault Megane,2025,21897.0,Diésel,81.0,Automática,16900,Usado,C
Opel,Opel Mokka,2025,21883.0,Diésel,100.0,Manual,16900,Usado,C
Nissan,Nissan Qashqai,2025,21869.0,Diésel,80.0,Manual,16900,Usado,C
Bmw,Bmw 116,2023,21846.0,Diésel,85.0,Manual,16900,Usado,C
Mercedes-Benz,Mercedes-Benz B180,2024,21498.0,Diésel,80.0,Manual,16900,Usado,C
Ford,Ford Kuga,2023,21000.0,Diésel,88.0,Manual,16900,Usado,C
Honda,Honda Civic,2023,21000.0,Gasolina,104.0,Manual,16900,Usado,C
Nissan,Nissan Qashqai,2025,20700.0,Diésel,77.0,Manual,16900,Usado,C
Volkswagen,Volkswagen Golf,2025,20475.0,Diésel,85.0,Manual,16900,Usado,C
Toyota,Toyota Avensis,2023,20400.0,Diésel,91.0,Manual,16900,Usado,C
Opel,Opel Zafiratourer,2025,20247.0,Diésel,100.0,Manual,16900,Usado,C
Audi,Audi A1,2025,20000.0,Gasolina,70.0,Manual,16900,Casi nuevo,C
Volvo,Volvo V40,2025,20000.0,Diésel,88.0,Manual,16900,Usado,C
Peugeot,Peugeot 508,2025,19840.0,Diésel,89.0,Manual,16900,Usado,C
Opel,Opel Mokka,2025,19681.0,Diésel,100.0,Manual,16900,Usado,C
Bmw,Bmw 118,2020,19525.0,Diésel,105.0,Automática,16900,Usado,C
Seat,Seat Leon,2025,19500.0,Diésel,110.0,Manual,16900,Usado,C
Volkswagen,Volkswagen Golf,2024,19240.0,Diésel,81.0,Automática,16900,Usado,C
Renault,Renault Megane,2025,19162.0,Diésel,81.0,Manual,16900,Usado,C
Volkswagen,Volkswagen Touran,2023,18811.0,Diésel,77.0,Automática,16900,Usado,C
Opel,Opel Astra,2025,18789.0,Diésel,81.0,Manual,16900,Usado,C
Opel,Opel Insignia,2025,18660.0,Diésel,100.0,Manual,16900,Usado,C
Peugeot,Peugeot 2008,2025,18639.0,Gasolina,81.0,Automática,16900,Usado,C
Audi,Audi A1,2025,18346.0,Diésel,85.0,Manual,16900,Usado,C
Toyota,Toyota Auris,2025,18225.0,Gasolina,85.0,Manual,16900,Usado,C
Seat,Seat Leon,2024,18018.0,Diésel,110.0,Manual,16900,Usado,C
Audi,Audi A1,2025,18000.0,Gasolina,70.0,Manual,16900,Usado,C
Opel,Opel Astra,2025,18000.0,Diésel,118.0,Manual,16900,Casi nuevo,C
Seat,Seat Leon,2025,17600.0,Diésel,85.0,Manual,16900,Casi nuevo,C
Peugeot,Peugeot 508,2025,17420.0,Diésel,88.0,Manual,16900,Usado,C
Alfa,Alfa Romeogiulietta,2025,17300.0,Diésel,88.0,Manual,16900,Usado,C
Ford,Ford Focus,2025,17200.0,Diésel,88.0,Manual,16900,Usado,C
Opel,Opel Astra,2025,17113.0,Gasolina,92.0,Manual,16900,Usado,C
Seat,Seat Leon,2025,17000.0,Diésel,110.0,Manual,16900,Usado,C
Volkswagen,Volkswagen Golf,2025,16887.0,Diésel,81.0,Automática,16900,Usado,C
Volkswagen,Volkswagen Golf,2025,16854.0,Diésel,85.0,Automática,16900,Usado,C
Peugeot,Peugeot 508,2025,16806.0,Diésel,88.0,Manual,16900,Usado,C
Ford,Ford Focus,2024,16774.0,Diésel,110.0,Manual,16900,Usado,C
Seat,Seat Leon,2024,16764.0,Diésel,110.0,Manual,16900,Usado,C
Toyota,Toyota Verso,2025,16502.0,Diésel,82.0,Manual,16900,Usado,C
Volkswagen,Volkswagen Caddy,2025,16462.0,Diésel,75.0,Manual,16900,Usado,C
Ford,Ford C-Max,2025,16451.0,Diésel,88.0,Manual,16900,Usado,C
Toyota,Toyota Verso,2025,16000.0,Gasolina,97.0,Manual,16900,Usado,C
Renault,Renault Kadjar,2025,15908.0,Diésel,81.0,Manual,16900,Usado,C
Opel,Opel Astra,2025,15899.0,Diésel,81.0,Manual,16900,Usado,C
Seat,Seat Leon,2025,15762.0,Diésel,110.0,Manual,16900,Usado,C
Toyota,Toyota Auris,2025,15600.0,Gasolina,85.0,Manual,16900,Usado,C
Opel,Opel Insignia,2025,15555.0,Diésel,88.0,Manual,16900,Usado,C
Seat,Seat Leon,2025,15335.0,Diésel,110.0,Manual,16900,Usado,C
Opel,Opel Insignia,2023,15200.0,Diésel,103.0,Manual,16900,Usado,C
Seat,Seat Leon,2024,15156.0,Diésel,110.0,Manual,16900,Usado,C
Bmw,Bmw 116,2024,15000.0,Diésel,85.0,Manual,16900,Usado,C
Hyundai,Hyundai Ix35,2023,15000.0,Gasolina,99.0,Manual,16900,Usado,C
Opel,Opel Zafira,2025,14872.0,Diésel,99.0,Manual,16900,Usado,C
Peugeot,Peugeot 2008,2025,14779.0,Gasolina,81.0,Automática,16900,Usado,C
